Job Filing Number,Filing Status,Filing Date,House No,Street Name,Borough,Block,LOT,Bin,Job Description,Filing Review Type,guid,filing_status,doc_description,doc_name,doc_url_original,download_url,result_status,error_body,zoning_status,doc_create_on,doc_category,doc_type_name,doc_status_label
X00625848-P3,Approved,03/05/2025 12:00:00 AM,128,WEST  167 STREET,Bronx,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,DEP: Sewer Certification (Sanitary/Storm),DEP: Sewer Certification (Sanitary/Storm),http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/objects/0900303984acc8e1,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,DEP: Sewer Certification (Sanitary/Storm),Accepted
X00625848-P3,Approved,03/05/2025 12:00:00 AM,128,WEST  167 STREET,Bronx,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,ZD1: DOB Zoning Diagram,ZD1: DOB Zoning Diagram,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/objects/0900303984f3d0ec,https://a810-DOBNOW.nyc.gov/Publish/DocumentStage//PortalDownloadedDocuments/BRONX/TEST//202607280526193632051333546/ZD1 DOB Zoning Diagram.pdf,OK,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,ZD1: DOB Zoning Diagram,Accepted
X00625848-P3,Approved,03/05/2025 12:00:00 AM,128,WEST  167 STREET,Bronx,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Restrictive Declaration/Easement 1,Restrictive Declaration/Easement 1,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/090030398620f478,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Restrictive Declaration/Easement 1,Accepted
X00625848-P3,Approved,03/05/2025 12:00:00 AM,128,WEST  167 STREET,Bronx,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Street Tree Checklist,Street Tree Checklist,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/objects/09003039847fa799,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Street Tree Checklist,Accepted
X00625848-P3,Approved,03/05/2025 12:00:00 AM,128,WEST  167 STREET,Bronx,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Zoning Exhibit form (1-5),Zoning Exhibit form (1-5),http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/objects/0900303984bf3f3b,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Zoning Exhibit form (1-5),Accepted
X00625848-P3,Approved,03/05/2025 12:00:00 AM,128,WEST  167 STREET,Bronx,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Site Survey: Initial,Site Survey: Initial,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039861bbbcd,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Site Survey: Initial,Accepted
X00625848-P3,Approved,03/05/2025 12:00:00 AM,128,WEST  167 STREET,Bronx,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other 2 Documents - Prior to Approval,Other 2 Documents - Prior to Approval,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984811cba,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other 2 Documents - Prior to Approval,Accepted
X00625848-P3,Approved,03/05/2025 12:00:00 AM,128,WEST  167 STREET,Bronx,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other 10 Documents  - Survey,Other 10 Documents  - Survey,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984efbd4f,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other 10 Documents - Prior to Approval,Accepted
X00625848-P3,Approved,03/05/2025 12:00:00 AM,128,WEST  167 STREET,Bronx,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,DOF RP-602: Tentative Tax Lot Number Issued,DOF RP-602: Tentative Tax Lot Number Issued,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984a356c1,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,DOF RP-602: Tentative Tax Lot Number Issued,Accepted
X00625848-P3,Approved,03/05/2025 12:00:00 AM,128,WEST  167 STREET,Bronx,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other 1 Documents - Prior to Approval,Other 1 Documents - Prior to Approval,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039847fa855,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other 1 Documents - Prior to Approval,Accepted
X00625848-P3,Approved,03/05/2025 12:00:00 AM,128,WEST  167 STREET,Bronx,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other 7 Documents  - Parking Declaration,Other 7 Documents  - Parking Declaration,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984dd60e5,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other 7 Documents - Prior to Approval,Accepted
X00625848-P3,Approved,03/05/2025 12:00:00 AM,128,WEST  167 STREET,Bronx,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other Documents  - AI1 PAA P1,Other Documents  - AI1 PAA P1,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039861bbbce,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other Documents - Prior to Approval,Accepted
X00625848-P3,Approved,03/05/2025 12:00:00 AM,128,WEST  167 STREET,Bronx,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other 4 Documents - Prior to Approval,Other 4 Documents - Prior to Approval,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/objects/0900303984c4053e,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other 4 Documents - Prior to Approval,Accepted
X00625848-P3,Approved,03/05/2025 12:00:00 AM,128,WEST  167 STREET,Bronx,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other 8 Documents  - Front bldg CO,Other 8 Documents  - Front bldg CO,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984ec3987,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other 8 Documents - Prior to Approval,Accepted
X00625848-P3,Approved,03/05/2025 12:00:00 AM,128,WEST  167 STREET,Bronx,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other 6 Documents  - Sanborn Map,Other 6 Documents  - Sanborn Map,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984dd5ec1,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other 6 Documents - Prior to Approval,Accepted
X00625848-P3,Approved,03/05/2025 12:00:00 AM,128,WEST  167 STREET,Bronx,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other 3 Documents - Prior to Approval,Other 3 Documents - Prior to Approval,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984bb5bd7,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other 3 Documents - Prior to Approval,Accepted
X00625848-P3,Approved,03/05/2025 12:00:00 AM,128,WEST  167 STREET,Bronx,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other 9 Documents  - Rear bldg CO,Other 9 Documents  - Rear bldg CO,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984ec3989,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other 9 Documents - Prior to Approval,Accepted
X00625848-P3,Approved,03/05/2025 12:00:00 AM,128,WEST  167 STREET,Bronx,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other 5 Documents  - RP-602,Other 5 Documents  - RP-602,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984db08ef,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other 5 Documents - Prior to Approval,Accepted
Q08018024-I1,LOC Issued,10/11/2022 12:00:00 AM,37-01,MAIN STREET,Queens,4978,8,4112476,"Installation of new business accessory awning at OSP. No change in use, egress, and occupancy.",Professional Certification,d63d001c-9347-ed11-a900-005056b0c55c,18,,,,,NO DOCUMENTS,,NO ZONING DOCUMENTS,,,,
B01203796-P1,Approved,07/30/2025 12:00:00 AM,210,JORALEMON STREET,Brooklyn,266,7501,3002558,removal and installation of non bearing partitions and related finishes as per plans filed here with. No change in use egress or occupancy,Professional Certification,da656ee3-d363-f011-a4ca-005056b09d5b,6,Landmark Approval,Landmark Approval,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039872a3647,,FILTERED,,NO ZONING DOCUMENTS,2025-07-18,Supporting Documents,Landmark Approval,Accepted
B01203796-P1,Approved,07/30/2025 12:00:00 AM,210,JORALEMON STREET,Brooklyn,266,7501,3002558,removal and installation of non bearing partitions and related finishes as per plans filed here with. No change in use egress or occupancy,Professional Certification,da656ee3-d363-f011-a4ca-005056b09d5b,6,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039872a364a,,FILTERED,,NO ZONING DOCUMENTS,2025-07-18,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
B08023268-P5,Approved,09/04/2024 12:00:00 AM,2224,EAST   23 STREET,Brooklyn,7381,201,3201080,"P.S. 206-K: Site removals, erosion measures and details.",Standard Plan Examination,72170be8-af6a-ef11-a45d-005056b04135,6,Design Commission Approval City Owned (Exterior Work),Design Commission Approval City Owned (Exterior Work),http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303985299690,,FILTERED,,NO ZONING DOCUMENTS,2024-09-04,Supporting Documents,Design Commission Approval City Owned (Exterior Work),Accepted
B08023268-P5,Approved,09/04/2024 12:00:00 AM,2224,EAST   23 STREET,Brooklyn,7381,201,3201080,"P.S. 206-K: Site removals, erosion measures and details.",Standard Plan Examination,72170be8-af6a-ef11-a45d-005056b04135,6,Street Tree Checklist,Street Tree Checklist,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303985b99ff0,,FILTERED,,NO ZONING DOCUMENTS,2024-09-04,Supporting Documents,Street Tree Checklist,Accepted
B08023268-P5,Approved,09/04/2024 12:00:00 AM,2224,EAST   23 STREET,Brooklyn,7381,201,3201080,"P.S. 206-K: Site removals, erosion measures and details.",Standard Plan Examination,72170be8-af6a-ef11-a45d-005056b04135,6,Fee Exempt Supporting Document - DOF Property Tax Assessment Roll,Fee Exempt Supporting Document - DOF Property Tax Assessment Roll,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/090030398529968e,,FILTERED,,NO ZONING DOCUMENTS,2024-09-04,Supporting Documents,Fee Exempt Supporting Document - DOF ACRIS report or BIB letter,Accepted
B08023268-P5,Approved,09/04/2024 12:00:00 AM,2224,EAST   23 STREET,Brooklyn,7381,201,3201080,"P.S. 206-K: Site removals, erosion measures and details.",Standard Plan Examination,72170be8-af6a-ef11-a45d-005056b04135,6,Site Survey: Initial,Site Survey: Initial,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039852996a6,,FILTERED,,NO ZONING DOCUMENTS,2024-09-04,Supporting Documents,Site Survey: Initial,Accepted
B08023268-P5,Approved,09/04/2024 12:00:00 AM,2224,EAST   23 STREET,Brooklyn,7381,201,3201080,"P.S. 206-K: Site removals, erosion measures and details.",Standard Plan Examination,72170be8-af6a-ef11-a45d-005056b04135,6,DEP Stormwater Construction Permit,DEP Stormwater Construction Permit,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303985c4a3bd,,FILTERED,,NO ZONING DOCUMENTS,2024-09-04,Supporting Documents,DEP Stormwater Construction Permit,Accepted
B08023268-P5,Approved,09/04/2024 12:00:00 AM,2224,EAST   23 STREET,Brooklyn,7381,201,3201080,"P.S. 206-K: Site removals, erosion measures and details.",Standard Plan Examination,72170be8-af6a-ef11-a45d-005056b04135,6,DEP: Sewer Certification (Sanitary/Storm),DEP: Sewer Certification (Sanitary/Storm),http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/objects/0900303985c4a486,,FILTERED,,NO ZONING DOCUMENTS,2024-09-04,Supporting Documents,DEP: Sewer Certification (Sanitary/Storm),Accepted
B08023268-P5,Approved,09/04/2024 12:00:00 AM,2224,EAST   23 STREET,Brooklyn,7381,201,3201080,"P.S. 206-K: Site removals, erosion measures and details.",Standard Plan Examination,72170be8-af6a-ef11-a45d-005056b04135,6,Local Law 92/94 of 2019 Sustainable Roof Zone,Local Law 92/94 of 2019 Sustainable Roof Zone,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303985b80588,,FILTERED,,NO ZONING DOCUMENTS,2024-09-04,Supporting Documents,Local Law 92/94 of 2019 Sustainable Roof Zone,Accepted
M00731102-I1,LOC Issued,07/26/2022 12:00:00 AM,355,SOUTH END AVENUE,Manhattan,16,100,1083373,"Facade restoration. No change in egress, use or occupancy.",Professional Certification,03749c75-becb-ec11-a8f3-005056b0044a,18,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984f43958,,FILTERED,,NO ZONING DOCUMENTS,2022-05-04,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
X01202715-P1,Approved,02/13/2026 12:00:00 AM,544,SOUTHERN BOULEVARD,Bronx,2603,7501,2004121,"Filing herewith structural plans for the structural work associated with the interior fit-out of a McDonalds restaurant. No change to use, egress, or occupancy.",Standard Plan Examination,aac08f38-8e6d-f011-a48b-005056b0fc6c,6,SOIL REPORT,SOIL REPORT,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039890e7915,,FILTERED,,NO ZONING DOCUMENTS,2025-07-30,Supporting Documents,SOIL REPORT,Accepted
X01202715-P1,Approved,02/13/2026 12:00:00 AM,544,SOUTHERN BOULEVARD,Bronx,2603,7501,2004121,"Filing herewith structural plans for the structural work associated with the interior fit-out of a McDonalds restaurant. No change to use, egress, or occupancy.",Standard Plan Examination,aac08f38-8e6d-f011-a48b-005056b0fc6c,6,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039873d788f,,FILTERED,,NO ZONING DOCUMENTS,2025-07-30,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
X01202715-P1,Approved,02/13/2026 12:00:00 AM,544,SOUTHERN BOULEVARD,Bronx,2603,7501,2004121,"Filing herewith structural plans for the structural work associated with the interior fit-out of a McDonalds restaurant. No change to use, egress, or occupancy.",Standard Plan Examination,aac08f38-8e6d-f011-a48b-005056b0fc6c,6,Other Documents  - AI1 Form,Other Documents  - AI1 Form,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/090030398917437f,,FILTERED,,NO ZONING DOCUMENTS,2026-03-03,Supporting Documents,Other Documents - Prior to Approval,Accepted
B01368057-I1,Permit Entire,03/31/2026 12:00:00 AM,287,MASPETH AVENUE,Brooklyn,2837,1,3338267,"EXTERIOR  REPAIRS TO EXIST THREE WALLED STEEL STRUCTURE FOR NATIONAL GRID. USE PER SECT. 28-105-4.3 OF NYC AC, PUBLIC UTILITY GAS WORK SHALL BE EXEMPT FROM NYC BLDG PERMIT NO CHANGE TO USE, EGRESS OR OCCUPANCY.",Professional Certification,aebad733-c618-f111-a4e8-005056b09d5b,22,,,,,NO DOCUMENTS,,NO ZONING DOCUMENTS,,,,
B00809593-P2,Approved,04/18/2023 12:00:00 AM,460,NEPTUNE AVENUE,Brooklyn,7274,1,3196580,"TO COMBINE 2 APTS. INTO ONE - DEMOLISH EXIST. KITCHEN, PARTITIONS & BATHTUB. BUILD NEW APARTMENT LAYOUT ACCORDING CONSTRUCTION PLAN: NEW DOORS INSTALLATION; COMPOUND & PAINT WALLS, INSTALL NEW AC & KOSHER KITCHEN, BUILD DROP OFF CEILING WITH SPOTLIGHTS.",Professional Certification,f761b77f-56de-ed11-a458-005056b09d5b,6,,,,,NO DOCUMENTS,,NO ZONING DOCUMENTS,,,,
B00608989-I1,Approved,02/09/2022 12:00:00 AM,199,BAY   19 STREET,Brooklyn,6437,13,3429270,PROPOSED NEW 4 STORY MIXED USE BUILDING.,Standard Plan Examination,a69349d2-6a28-ec11-a412-005056b09d5b,6,DEP: Sewer Certification (Sanitary/Storm),DEP: Sewer Certification (Sanitary/Storm),http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039863936a7,,FILTERED,,HAS ZONING DOCUMENTS,2021-10-08,Supporting Documents,DEP: Sewer Certification (Sanitary/Storm),Accepted
B00608989-I1,Approved,02/09/2022 12:00:00 AM,199,BAY   19 STREET,Brooklyn,6437,13,3429270,PROPOSED NEW 4 STORY MIXED USE BUILDING.,Standard Plan Examination,a69349d2-6a28-ec11-a412-005056b09d5b,6,Property Ownership Certification,Property Ownership Certification,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039849ce07b,,FILTERED,,HAS ZONING DOCUMENTS,2021-10-08,Supporting Documents,Property Ownership Certification,Accepted
B00608989-I1,Approved,02/09/2022 12:00:00 AM,199,BAY   19 STREET,Brooklyn,6437,13,3429270,PROPOSED NEW 4 STORY MIXED USE BUILDING.,Standard Plan Examination,a69349d2-6a28-ec11-a412-005056b09d5b,6,Street Tree Checklist,Street Tree Checklist,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039849ce07c,,FILTERED,,HAS ZONING DOCUMENTS,2021-10-08,Supporting Documents,Street Tree Checklist,Accepted
B00608989-I1,Approved,02/09/2022 12:00:00 AM,199,BAY   19 STREET,Brooklyn,6437,13,3429270,PROPOSED NEW 4 STORY MIXED USE BUILDING.,Standard Plan Examination,a69349d2-6a28-ec11-a412-005056b09d5b,6,ZD1: DOB Zoning Diagram,ZD1: DOB Zoning Diagram,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039863dca3e,https://a810-DOBNOW.nyc.gov/Publish/DocumentStage//PortalDownloadedDocuments/BROOKLYN/TEST//202607280529162231013477469/ZD1 DOB Zoning Diagram.pdf,OK,,HAS ZONING DOCUMENTS,2021-10-08,Supporting Documents,ZD1: DOB Zoning Diagram,Accepted
B00608989-I1,Approved,02/09/2022 12:00:00 AM,199,BAY   19 STREET,Brooklyn,6437,13,3429270,PROPOSED NEW 4 STORY MIXED USE BUILDING.,Standard Plan Examination,a69349d2-6a28-ec11-a412-005056b09d5b,6,Local Law 92/94 of 2019 Sustainable Roof Zone,Local Law 92/94 of 2019 Sustainable Roof Zone,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039849ce07e,,FILTERED,,HAS ZONING DOCUMENTS,2021-10-08,Supporting Documents,Local Law 92/94 of 2019 Sustainable Roof Zone,Accepted
B00608989-I1,Approved,02/09/2022 12:00:00 AM,199,BAY   19 STREET,Brooklyn,6437,13,3429270,PROPOSED NEW 4 STORY MIXED USE BUILDING.,Standard Plan Examination,a69349d2-6a28-ec11-a412-005056b09d5b,6,Zoning Exhibit form (1-5),Zoning Exhibit form (1-5),http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303985628cbe,,FILTERED,,HAS ZONING DOCUMENTS,2023-02-17,Supporting Documents,Zoning Exhibit form (1-5),Accepted
B00608989-I1,Approved,02/09/2022 12:00:00 AM,199,BAY   19 STREET,Brooklyn,6437,13,3429270,PROPOSED NEW 4 STORY MIXED USE BUILDING.,Standard Plan Examination,a69349d2-6a28-ec11-a412-005056b09d5b,6,Other 1 Documents - Prior to Approval,Other 1 Documents - Prior to Approval,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039849ce05b,,FILTERED,,HAS ZONING DOCUMENTS,2021-11-05,Supporting Documents,Other 1 Documents - Prior to Approval,Accepted
B00608989-I1,Approved,02/09/2022 12:00:00 AM,199,BAY   19 STREET,Brooklyn,6437,13,3429270,PROPOSED NEW 4 STORY MIXED USE BUILDING.,Standard Plan Examination,a69349d2-6a28-ec11-a412-005056b09d5b,6,Other 2 Documents  - TR4,Other 2 Documents  - TR4,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303985087ab0,,FILTERED,,HAS ZONING DOCUMENTS,2022-08-31,Supporting Documents,Other 2 Documents - Prior to Approval,Accepted
B00608989-I1,Approved,02/09/2022 12:00:00 AM,199,BAY   19 STREET,Brooklyn,6437,13,3429270,PROPOSED NEW 4 STORY MIXED USE BUILDING.,Standard Plan Examination,a69349d2-6a28-ec11-a412-005056b09d5b,6,ZD1: DOB Zoning Diagram,ZD1: DOB Zoning Diagram,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039849ce07d,https://a810-DOBNOW.nyc.gov/Publish/DocumentStage//PortalDownloadedDocuments/BROOKLYN/TEST//20260728052919973809620692/ZD1 DOB Zoning Diagram_10529406e5.pdf,OK,,HAS ZONING DOCUMENTS,02/17/2024,Supporting Documents,ZD1: DOB Zoning Diagram,Submitted
M01364601-I1,Permit Entire,03/10/2026 12:00:00 AM,521,WEST  122 STREET,Manhattan,1977,18,1059670,"Cut and point bricks, and rebuild brickwork in various locations. Replace damaged window sills. Repair stones with epoxy. Repair chipped facade stones.",Professional Certification,87cd6aed-bb12-f111-a4a1-005056b0fc6c,22,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039891b2dd7,,FILTERED,,NO ZONING DOCUMENTS,2026-02-25,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
M01230242-P1,Approved,04/15/2026 12:00:00 AM,1,PENN PLAZA,Manhattan,783,70,1014387,Construction work on the 44th floor (Toscano Clements Taylor) as indicated on drawings.,Professional Certification,35c3a569-582c-f111-a4a3-005056b04135,6,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/090030398763ce43,,FILTERED,,NO ZONING DOCUMENTS,2026-03-30,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
